ID,Date,Time,Rating,Day,Neighborhood,Lat,Long,CrimeDetail,CrimeType,Address
90160247,1/15/09,15:00:00,640,Thu,Downtown,-84.38025,33.75554,Larceny-From Vehicle,Larceny,Jesse Hill Jr Dr Ne / Auburn Ave Ne
90150838,1/15/09,10:00:00,670,Thu,Downtown,-84.3834,33.75895,Larceny-Non Vehicle,Larceny,165 Courtland St Ne
90150775,1/15/09,10:00:00,670,Thu,Downtown,-84.38443,33.76612,Larceny-Non Vehicle,Larceny,420 Courtland St Ne
90150867,1/15/09,10:50:00,630,Thu,Downtown,-84.39201,33.7532,Larceny-Non Vehicle,Larceny,12 Broad St
90151971,1/15/09,15:30:00,650,Thu,Downtown,-84.39294,33.75713,Larceny-From Vehicle,Larceny,Marietta St Nw / Centennial Olympic P Dr Nw
90260723,1/16/09,7:00:00,690,Unk,Downtown,-84.38322,33.76952,Larceny-Non Vehicle,Larceny,121 Linden Ave.
90170551,1/16/09,16:00:00,640,Sat,Downtown,-84.38416,33.76221,Larceny-From Vehicle,Larceny,Baker St Ne / Courtland St Ne
90170468,1/16/09,23:00:00,512,Sat,Downtown,-84.38768,33.76028,Burglary-Nonres,Burglary,218 Peachtree St Nw
90170321,1/16/09,14:45:00,690,Fri,Downtown,-84.38837,33.75943,Larceny-Non Vehicle,Larceny,210 Peachtree St Nw
90160267,1/16/09,3:57:00,512,Fri,Downtown,-84.38874,33.75438,Burglary-Nonres,Burglary,6 Park Pl Se
90160171,1/16/09,2:00:00,630,Fri,Downtown,-84.38895,33.77101,Larceny-Non Vehicle,Larceny,610 Spring St Nw
90160237,1/16/09,3:00:00,512,Fri,Downtown,-84.39009,33.75934,Burglary-Nonres,Burglary,160 Spring St Nw;
90160255,1/16/09,3:40:00,640,Fri,Downtown,-84.39098,33.7514,Larceny-From Vehicle,Larceny,Pryor/Mlk
90161026,1/16/09,14:00:00,630,Fri,Downtown,-84.39201,33.7532,Larceny-Non Vehicle,Larceny,12 Broad St
90170764,1/16/09,22:20:00,710,Sat,Downtown,-84.39583,33.76775,Auto Theft,Auto Theft,266 Pine St Nw
90171531,1/17/09,17:00:00,640,Sat,Downtown,-84.37984,33.75279,Larceny-From Vehicle,Larceny,Pratt St Se / Coca-Cola Pl Se
90180764,1/17/09,21:00:00,710,Sun,Downtown,-84.38429,33.76051,Auto Theft,Auto Theft,Courtland St Ne / Harris St Ne
90180257,1/17/09,22:30:00,640,Sun,Downtown,-84.38752,33.76447,Larceny-From Vehicle,Larceny,Porter Pl Ne / W Peachtree St Nw
90170856,1/17/09,8:45:00,640,Sat,Downtown,-84.39043,33.75369,Larceny-From Vehicle,Larceny,15 Peachtree St
90171303,1/17/09,16:00:00,640,Sat,Downtown,-84.39055,33.76227,Larceny-From Vehicle,Larceny,Williams St Nw / Baker St Nw
90170752,1/17/09,11:30:00,640,Sat,Downtown,-84.39101,33.75645,Larceny-From Vehicle,Larceny,52 Fairlie St Nw
90170722,1/17/09,10:30:00,640,Sat,Downtown,-84.3912,33.75144,Larceny-From Vehicle,Larceny,92 Martin L King Jr Dr Sw
90171065,1/17/09,16:15:00,630,Sat,Downtown,-84.39126,33.7527,Larceny-Non Vehicle,Larceny,68 Peachtree St
90290886,1/17/09,12:00:00,620,Sat,Downtown,-84.39201,33.7532,Larceny-Non Vehicle,Larceny,12 Broad St
90180933,1/17/09,22:00:00,710,Sun,Downtown,-84.39321,33.76772,Auto Theft,Auto Theft,204 Pine St Nw
90180132,1/17/09,22:45:00,640,Sat,Downtown,-84.39458,33.76533,Larceny-From Vehicle,Larceny,Mills St Nw / Mcafee St Nw
90180431,1/18/09,6:00:00,512,Sun,Downtown,-84.3811,33.75433,Burglary-Nonres,Burglary,183 Edgewood Ave Se
90181209,1/18/09,15:00:00,720,Sun,Downtown,-84.38424,33.75712,Auto Theft,Auto Theft,Courtland St Ne / John Wesley Dobbs Ave Ne
90180396,1/18/09,5:15:00,321,Sun,Downtown,-84.38715,33.75992,Robbery-Pedestrian,Robbery,215 Peachtree St Ne
90181086,1/18/09,14:30:00,640,Sun,Downtown,-84.39054,33.76329,Larceny-From Vehicle,Larceny,Williams St Nw / Simpson St Nw
90181342,1/18/09,19:35:00,512,Sun,Downtown,-84.39083,33.75613,Burglary-Nonres,Burglary,58 Walton St Nw
90180952,1/18/09,14:00:00,640,Sun,Downtown,-84.3912,33.75144,Larceny-From Vehicle,Larceny,92 Martin L King Jr Dr
90190937,1/18/09,22:00:00,710,Mon,Downtown,-84.39134,33.7712,Auto Theft,Auto Theft,120 North Ave Nw
90180324,1/18/09,3:30:00,311,Sun,Downtown,-84.39457,33.76664,Robbery-Pedestrian,Robbery,North Ave & Baker St Nw
90181146,1/18/09,16:58:00,311,Sun,Downtown,-84.39559,33.76775,Robbery-Pedestrian,Robbery,256 Pine St Nw
90180620,1/18/09,5:53:00,512,Sun,Downtown,-84.39578,33.76494,Burglary-Nonres,Burglary,375 Luckie St
90180209,1/18/09,2:07:00,640,Sun,Downtown,-84.39715,33.76268,Larceny-From Vehicle,Larceny,350 Marietta St Nw
90200060,1/19/09,21:30:00,640,Mon,Downtown,-84.38013,33.75578,Larceny-From Vehicle,Larceny,41 Jesse Hill Jr Dr Ne
90190682,1/19/09,11:50:00,650,Mon,Downtown,-84.38211,33.75735,Larceny-From Vehicle,Larceny,1001 Piedmont Ave
90191334,1/19/09,14:30:00,670,Mon,Downtown,-84.38592,33.76161,Larceny-Non Vehicle,Larceny,265 Peachtree Center Ave Ne
90190615,1/19/09,8:30:00,640,Mon,Downtown,-84.38593,33.7606,Larceny-From Vehicle,Larceny,221 Peachtree Center Ave Ne
90190744,1/19/09,7:30:00,650,Mon,Downtown,-84.3864,33.75879,Larceny-From Vehicle,Larceny,39 Ellis St Ne
90190722,1/19/09,9:30:00,640,Mon,Downtown,-84.39054,33.76329,Larceny-From Vehicle,Larceny,Williams St Nw / Simpson St Nw
90191184,1/19/09,16:30:00,640,Mon,Downtown,-84.39219,33.75843,Larceny-From Vehicle,Larceny,152 Nassau St Nw
90201349,1/19/09,22:30:00,710,Tue,Downtown,-84.39446,33.76632,Auto Theft,Auto Theft,547 Mcafee St Nw
90201399,1/20/09,8:20:00,640,Tue,Downtown,-84.38198,33.75168,Larceny-From Vehicle,Larceny,80 Jesse Hill Jr Dr Se @Grady
90201013,1/20/09,11:00:00,690,Tue,Downtown,-84.38344,33.77128,Larceny-Non Vehicle,Larceny,Juniper St Ne / North Ave Ne
